body_type,sex,diet,shower_freq,heat_energy_source,transport,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CE
2,0,0,1,3,0,2,133,1,1041,1,2,9.261100354,50,22.05472345,1,12,9,7.484368643286131
3,1,2,2,0,0,1,82,1,8941,2,4,12.2804196,26,12.35327936,0,12,6,7.31986492980897
1,0,3,2,1,0,0,156,0,8541,3,4,2.636604569,5,19.18088925,1,8,12,8.41316512099219
1,1,0,0,2,1,0,172,0,353,1,3,8.168752251,27,1.054394203,0,10,13,7.857093864902493
2,0,0,3,2,2,2,66,0,65,1,1,23.81597678,9,3.54244269,0,12,12,7.354362330421477
2,1,1,1,3,0,1,259,3,1904,0,4,4.396735792,26,22.52571397,0,12,15,8.335911094196945
3,0,1,0,0,0,2,76,0,6819,1,4,1.004726634,48,2.228992985,2,15,3,7.699389406256737
0,0,0,1,0,0,2,91,1,6673,1,4,5.31342762,8,16.07740491,0,12,12,7.893198869544609
2,1,2,0,1,2,2,169,1,3,2,4,2.035923199,31,18.01767752,0,4,7,7.10085190894405
0,1,3,1,0,1,2,296,0,245,3,4,14.3143559,39,21.76710817,0,2,3,7.731930721948486
1,0,3,2,1,0,1,257,2,1589,2,7,21.58075763,22,21.14845169,1,3,13,7.561121589530238
1,1,3,2,0,0,0,152,1,1047,1,7,4.944560916,27,23.22220602,0,2,6,7.865187954187467
0,1,1,2,1,0,2,136,2,269,1,6,5.757762651,35,20.28375171,2,2,13,7.380879035564116
3,1,1,1,0,0,0,148,2,8073,2,3,1.138804556,35,15.75392215,2,4,15,8.339261982923576
3,1,3,1,0,2,1,154,0,60,0,7,7.146858212,41,19.04112945,1,14,10,8.0774471493312
3,0,3,3,1,2,0,293,1,10,1,1,16.81069539,0,17.02198466,1,4,10,6.021023349349527
0,1,3,3,3,2,2,238,3,83,3,4,17.1995419,44,14.47830578,0,14,13,7.978996370854115
2,0,3,1,3,0,2,296,0,6059,1,2,20.61306409,12,5.063326354,0,13,8,8.3133619511344
3,0,3,3,0,0,0,73,0,7238,1,2,18.78806347,36,3.972565861,0,8,15,7.859026979751538
0,1,2,2,1,0,0,160,2,7115,1,4,13.48785957,43,19.80373427,0,0,1,7.83002808253384
2,0,2,1,3,0,1,270,3,8530,3,2,19.39634364,2,16.7328616,2,9,1,7.5745584842024805
0,1,3,2,3,2,1,276,1,6,0,6,8.610688669,47,18.25735367,2,9,4,7.711101251840158
0,0,3,3,1,0,2,122,1,8874,0,4,3.707120952,30,16.3957283,0,11,6,7.79770203551669
1,1,3,0,1,1,0,199,3,762,3,1,9.358601217,25,14.53411475,0,15,9,7.96102146588337
2,1,3,3,2,1,1,202,1,263,2,2,15.28576782,41,10.26530123,2,2,9,7.348587530927593
2,0,3,3,1,2,1,155,1,56,3,3,10.14233769,25,20.06363984,1,10,9,6.883462586413092
3,1,0,2,3,1,2,258,1,1218,2,2,2.423333925,45,12.0167152,2,15,3,7.520776415062797
2,1,2,3,0,1,2,94,1,1190,1,4,11.67657186,0,12.57629005,2,3,15,7.106606137727303
3,0,2,2,3,1,0,245,3,1340,1,4,15.80683453,39,2.915227578,1,10,7,7.715569534520208
1,0,1,0,0,1,1,118,2,419,2,3,2.908645959,8,22.08533408,0,6,1,7.491087593534876
3,0,1,3,1,0,1,294,1,8383,2,4,16.02176729,50,19.04448912,0,7,6,7.302496423727326
0,1,1,3,1,2,1,71,2,51,0,1,22.02184221,42,9.758954431,1,3,0,7.163946684342547
1,1,2,0,2,2,1,125,1,71,1,6,22.40195489,27,15.06315108,1,2,3,7.527255919373784
3,1,3,3,2,0,0,231,3,4671,0,6,7.854164804,16,6.659378863,0,6,6,8.18060094759445
3,1,0,1,0,0,1,158,3,3320,2,2,14.32919775,22,0.425105675,2,11,14,7.8628820346414905
2,0,1,3,0,1,0,84,3,144,0,2,4.284069217,34,4.825226834,1,4,5,7.905441649060286
3,0,3,2,3,1,1,224,3,865,3,1,22.28942515,12,11.84344864,2,5,7,7.583247524303362
2,0,3,0,1,0,0,73,0,185,0,1,21.36588945,15,12.35991479,1,7,3,7.207118856207756
0,1,0,3,1,1,1,290,3,1059,2,5,7.500127426,45,4.816484392,2,13,6,8.031060180240619
1,0,0,2,0,1,1,202,1,1943,2,7,4.040314683,50,4.193173351,1,12,5,7.80994708647679
1,1,3,0,0,2,1,277,1,91,3,1,6.675064572,14,1.762780051,0,2,7,7.1770187659099
0,0,1,2,2,1,1,286,2,1214,2,2,18.08295042,10,13.11592188,2,3,9,7.20414929203594
3,1,3,1,2,1,1,235,0,421,2,7,14.97755942,0,9.552004967,2,13,7,7.533158807455563
3,0,3,3,1,2,1,57,2,61,3,4,6.928783176,8,7.922078232,1,10,12,6.652863029353347
1,0,0,1,0,0,1,247,2,5642,3,3,12.86674441,29,21.1579407,2,8,11,8.28374674710613
2,0,3,2,2,0,1,91,3,6428,2,1,21.72806872,44,6.015912302,2,0,8,7.75491027202143
3,0,1,3,3,1,2,140,2,490,0,3,23.42147435,0,23.27366237,0,6,2,7.036148493750536
3,1,3,3,2,0,1,235,1,1927,0,2,21.4474737,41,21.04422147,1,12,7,7.377133712833954
0,1,1,3,1,2,0,52,0,60,0,1,8.152316067,15,13.9775445,1,7,11,7.238496840894365
3,1,3,1,3,0,0,66,2,6181,0,7,22.19639589,19,6.733681867,2,9,7,7.370230641807081
1,0,1,0,2,1,2,109,3,1134,1,2,13.92342023,2,17.70744737,0,10,3,7.778211474512493
2,1,1,2,0,0,1,82,2,6441,1,3,18.79440976,21,8.137036385,0,6,6,8.203851372183879
2,1,2,2,0,1,0,299,0,645,3,1,13.49723494,40,6.694614657,1,11,14,7.7702232041587855
3,0,1,2,0,1,0,252,1,15,2,7,17.67388879,6,15.9435948,0,6,3,7.203405521083095
0,0,2,3,1,2,2,64,3,4,2,5,18.07614092,6,14.17669377,2,3,6,7.491087593534876
1,1,0,0,2,2,0,141,3,53,3,3,3.586134272,31,12.76633668,1,14,9,8.047189562170502
2,0,3,3,2,1,1,236,0,1387,1,2,8.468664483,46,18.4874745,2,1,1,7.652545692693921
3,1,3,1,3,2,1,57,0,39,2,1,21.18145876,13,5.576351132,1,1,10,7.1770187659099
2,0,2,0,1,0,1,232,3,3002,3,3,22.28239347,27,12.79228939,0,7,4,7.789454566086673
2,1,1,2,2,2,0,203,0,71,0,4,23.21860106,45,23.4115889,0,8,2,7.905072849498666
0,1,0,3,1,0,1,258,2,3175,0,1,12.80469369,18,7.721859089,1,3,10,7.162397497355718
3,0,0,0,0,2,0,179,1,91,3,2,13.03838352,11,3.751542068,2,8,13,6.542471960506805
2,1,2,3,3,2,2,230,1,50,0,1,15.26203151,5,11.04769008,1,3,7,6.813444599510896
1,1,3,0,2,1,1,112,0,804,0,2,13.58086432,27,17.55894003,0,14,14,7.818027938530729
2,0,3,1,3,0,1,152,2,3754,3,6,5.956198767,6,0.253867114,1,3,1,7.471363088187097
2,0,3,2,1,1,2,249,3,25,2,7,1.736902518,2,0.62843266,2,9,15,7.674617497364363
0,1,3,0,0,0,1,160,1,2635,1,1,19.33062045,15,16.02059224,0,3,8,7.616283561580385
0,0,2,0,3,1,0,56,2,1427,1,6,21.48010683,13,6.523138493,0,7,4,7.29776828253138
0,0,3,0,2,2,1,94,3,73,3,6,10.59415901,16,8.825425519,0,4,12,7.642524134232902
2,1,2,2,1,2,1,193,2,88,3,6,12.63215277,17,23.5856526,1,9,2,7.098375638590786
2,0,3,0,0,2,2,121,2,31,0,5,14.58350627,20,16.28673094,2,11,10,7.5485559791698735
3,0,3,2,3,1,1,243,0,1495,1,4,17.35993684,22,11.96783533,0,4,6,7.487173694213739
0,0,3,2,1,0,1,119,0,9933,0,3,23.02159247,24,11.05872004,0,12,3,8.481358738407021
0,0,2,2,1,0,0,172,0,8869,2,6,6.619197317,0,11.70668129,2,0,6,7.732369222284388
1,0,2,3,0,0,2,238,1,3468,3,4,3.313876209,10,21.54056414,2,1,4,7.789868559054706
2,1,2,0,3,1,0,166,1,916,2,5,12.49977009,17,10.59232321,0,7,1,7.2399325913204695
3,1,2,1,3,2,1,79,1,63,0,2,21.17309989,31,0.600211762,0,2,0,7.176254532017144
3,1,1,1,2,2,0,118,1,25,2,1,2.572953775,39,4.684164925,1,8,10,6.777646593635117
0,1,3,2,0,1,0,65,2,1779,1,1,17.36517287,1,16.57748157,0,11,2,7.164720378771857
0,0,2,0,0,0,0,107,0,9759,0,6,5.377043002,18,15.7206907,2,6,1,8.598588829620232
3,1,0,3,2,1,1,94,3,1669,3,1,6.592842232,36,1.122247797,1,15,7,7.8632667240095735
0,0,3,3,3,2,2,278,1,2,1,5,22.86614974,7,3.783560429,1,9,5,6.976348070447749
2,1,3,1,2,1,0,79,0,1292,0,1,7.382640991,8,3.785735519,0,7,6,7.4770384723196965
0,0,3,2,3,1,1,267,0,1011,1,6,6.613143952,42,3.762275166,2,11,14,7.751045117971802
1,0,0,3,1,1,1,294,3,1182,0,6,6.948563905,46,12.51099317,2,1,10,8.190354403763262
1,1,3,0,3,1,2,166,2,982,2,2,4.393568039,13,12.40822059,2,14,13,7.428333194190806
3,0,3,2,1,0,2,226,0,4222,2,5,8.508868678,40,14.14029684,2,3,8,7.724004656676065
0,0,3,0,0,1,0,240,0,1065,1,5,8.784860713,19,20.3573627,0,12,15,7.571473648851271
3,1,2,1,1,2,0,253,3,83,1,6,3.113400747,0,20.26569701,0,4,11,7.528331766707247
0,1,2,3,2,0,1,56,1,7598,2,6,9.71056799,12,10.50131873,0,15,11,8.403352374992478
3,0,1,2,1,2,2,273,3,9,3,2,14.50481964,26,13.67538965,1,7,12,7.616283561580385
0,0,0,3,3,2,2,266,0,7,3,4,1.646886889,13,7.602006423,2,1,11,7.343426229147367
2,0,1,0,2,1,2,202,1,833,2,5,20.4079062,16,9.316461746,1,15,11,7.29641326877392
1,0,1,3,0,0,0,170,3,4136,3,2,2.427248957,50,0.346590166,0,9,1,8.31996102188653
2,0,3,2,3,2,0,178,1,20,3,5,2.933763669,41,12.48028481,2,15,3,7.247792581767846
2,1,1,2,3,2,0,297,1,45,1,4,0.387151106,39,8.271334294,0,3,5,7.635303886259415
3,1,0,0,0,1,2,88,3,853,0,2,7.058774229,11,12.89116228,0,14,5,7.8528278122817445
0,1,0,1,0,0,1,80,1,1388,1,4,11.87594248,19,19.86606779,1,3,11,7.293697720601438
2,1,0,0,2,1,0,290,3,718,2,7,23.31449066,28,9.381073005,0,9,10,8.139440521874608
0,1,1,1,3,2,1,238,2,43,2,3,4.704973962,17,22.38019975,1,1,3,7.049254841255837
2,1,2,1,1,1,0,85,2,97,2,3,10.35701961,34,19.88684265,2,10,13,7.060476365999801
3,0,3,3,0,1,1,136,3,1149,2,3,0.031050153,37,15.43668988,1,15,6,7.894318063841624
3,1,1,1,1,0,2,95,1,4917,1,7,15.03988341,45,7.872380023,0,0,10,7.876258882303226
3,0,2,3,0,0,1,213,0,3038,1,7,22.48748903,4,8.838043,0,13,3,7.840312983320164
2,1,1,1,2,2,2,254,2,16,3,4,18.52415591,10,1.060680471,0,8,10,7.05617528410041
0,1,3,0,3,0,0,298,2,1657,0,2,18.30390377,50,0.910298937,0,10,15,7.796057974316123
2,1,0,3,0,2,2,126,3,49,3,5,11.28764199,33,11.75062187,0,14,0,8.212025804623437
2,0,3,1,2,2,1,76,0,65,0,6,2.29238387,37,9.60586625,1,0,13,7.665284718471351
0,0,3,3,0,0,0,95,3,2439,3,3,20.87900328,9,2.870566667,0,13,11,7.937017489515454
0,1,1,0,3,1,2,233,1,205,1,5,12.49813614,34,12.08460077,1,8,8,7.427738840532894
0,1,0,0,3,2,0,168,0,20,3,1,16.73103227,2,10.80029666,0,8,10,7.174724309836376
3,1,3,3,2,2,2,169,3,86,3,2,1.757189921,4,17.7930734,1,13,14,7.603897968521881
1,1,3,2,0,1,1,190,0,149,0,6,8.073191686,40,0.865031191,2,13,15,8.17103418920548
1,1,2,3,1,2,2,129,3,70,0,1,19.92643676,42,20.62528852,1,10,7,8.0040315078527
0,1,1,1,3,0,0,295,0,9151,3,7,21.72810684,33,21.19253843,2,11,11,8.379997952238393
3,0,1,1,3,2,1,188,3,92,0,4,21.6891025,28,16.54793593,2,15,14,7.8351837552667485
0,1,1,2,3,2,0,202,0,5,0,2,11.29859084,7,5.652600896,1,11,7,7.523481312573497
0,1,1,2,2,1,2,271,0,1295,2,7,8.382517849,27,9.862297004,0,6,6,7.778211474512493
2,1,2,3,3,1,1,53,1,1475,1,3,23.71897535,13,8.610244335,0,9,8,7.25063551189868
2,1,2,1,2,0,0,132,2,1197,1,6,6.92686164,11,14.51980149,0,2,10,7.5443321080536885
1,0,1,2,1,1,0,130,3,1467,0,4,5.574300171,45,1.300562377,1,3,0,8.04237800517328
2,0,3,3,0,0,0,121,2,1526,3,2,5.499502581,4,11.37928192,2,13,7,7.224753405767971
1,1,0,0,0,0,0,89,1,4621,2,4,13.20157617,46,2.855082242,1,7,9,7.615298339825815
2,1,1,2,1,0,2,175,3,3953,2,6,5.128840919,11,14.79796107,0,11,4,8.309922989258318
2,0,3,0,2,2,0,59,1,60,2,1,16.89871445,22,18.43394635,1,15,10,6.880384082186005
3,0,2,3,1,2,2,88,0,68,0,2,8.625107353,25,9.936585039,2,5,6,7.142827401161621
2,1,1,3,2,0,0,213,2,2184,2,6,6.71625363,33,19.57620514,0,7,1,7.704361167910313
3,0,3,1,2,2,1,222,0,3,1,5,9.071149839,17,21.26124359,1,13,13,7.454141078146678
0,1,2,1,1,1,2,268,0,1707,1,1,2.301687444,29,23.31470316,1,11,6,7.5310163320779155
0,0,3,2,2,0,1,115,3,1655,3,6,3.037558835,26,5.241031963,0,3,3,7.824046010856292
0,1,1,1,2,0,1,294,3,5746,2,7,13.70821957,49,4.118308065,0,5,0,8.53660358493606
2,0,1,3,1,1,0,248,2,1166,2,5,4.560401122,38,21.18139023,1,14,3,7.422971251049421
3,0,0,0,3,0,1,112,3,1844,3,7,10.69038691,5,3.727119472,2,0,15,7.606387389772652
3,1,2,1,0,2,1,100,3,66,1,7,13.70992121,5,21.25105636,1,13,2,7.928045600874777
3,0,1,0,1,2,1,298,1,9,1,4,7.239759396,31,17.62066685,2,6,14,7.00397413672268
1,0,0,1,1,0,0,243,2,8133,0,4,1.957607287,21,10.03796836,0,15,0,8.382975849296429
2,0,2,1,0,1,1,139,2,1893,2,2,4.143771529,39,5.130749964,2,6,4,7.430114138561801
3,1,3,0,3,2,2,232,3,59,3,7,18.69285406,22,19.24865179,0,12,6,7.766840537085513
2,0,2,2,2,0,1,170,0,6388,0,3,10.84712482,48,21.77690611,1,15,5,8.434897948689407
1,1,0,1,2,1,1,173,0,678,3,1,7.365992173,1,6.080780579,0,1,9,7.518064181233078
2,1,1,1,1,0,0,151,0,4861,1,6,9.324398377,24,13.23444896,1,6,5,8.148734808937169
3,0,3,0,3,0,2,220,2,1098,2,6,0.856916231,26,4.887664767,2,13,9,7.20934025660291
3,1,1,2,2,0,0,287,2,8031,0,1,7.756575227,29,21.03998313,0,12,6,8.113726085970747
3,1,2,1,1,0,0,254,3,3597,1,6,13.13579344,5,7.082684366,2,0,4,7.974532844130228
3,1,2,0,0,2,2,204,2,27,3,5,17.83379424,7,17.32849342,0,15,12,7.274479558773871
1,0,1,3,1,0,0,114,3,2019,3,5,15.52747754,27,7.805091898,2,8,8,7.8724551500639794
0,1,3,3,0,0,0,118,2,4880,3,1,6.085391324,24,14.59154967,0,15,9,7.321849713788356
3,0,3,0,1,1,1,221,1,494,2,4,9.085420422,30,5.597186943,0,13,0,7.039660349862076
2,0,0,0,0,1,1,93,2,787,3,4,6.926123244,42,9.107524436,0,8,14,7.4645098346365275
3,1,0,3,1,2,2,159,1,24,1,1,14.36647715,19,11.3374221,2,14,4,6.84587987526405
1,0,1,2,3,1,0,204,0,1529,3,2,16.50533301,29,18.61696944,1,12,1,7.628517626575055
3,0,0,1,2,1,2,272,3,1088,1,5,21.17911163,24,13.81097584,0,14,8,7.942362237674335
0,1,0,1,2,1,0,214,3,966,0,2,13.5564216,29,19.59076723,1,15,6,8.00836557031292
1,0,2,3,1,0,2,262,0,6691,0,5,4.501806683,33,11.89735546,2,0,12,8.310169021981912
0,1,2,0,3,2,1,227,3,49,0,7,5.261027983,7,16.39378055,1,7,6,8.058010800802085
3,1,1,1,3,1,1,241,3,539,1,2,7.19006254,41,20.91796447,0,13,2,7.999007213243955
3,0,2,0,3,0,0,74,1,2411,0,7,11.20749972,49,15.65932816,1,7,7,7.73718007783463
2,1,2,3,3,0,0,116,1,5689,0,7,5.16511079,45,10.56815843,1,3,13,7.720017940432244
3,0,2,1,2,1,2,162,0,421,1,7,16.9713882,28,12.58053006,1,11,14,7.653494909661253
1,1,2,0,3,0,0,217,2,625,0,1,16.18183035,25,14.20510696,1,13,9,7.380879035564116
0,1,2,0,3,2,2,269,0,63,0,7,20.42313582,12,18.22627331,0,11,9,7.803843303538772
1,1,3,1,1,2,0,63,3,15,3,7,22.03678996,33,10.48500856,0,2,8,7.897668150726906
1,1,0,2,0,1,1,194,0,1986,2,2,21.05475704,18,5.566624258,2,5,4,7.905810312658931
1,1,1,1,2,2,2,245,3,37,1,5,3.947735005,20,11.35136752,1,11,3,8.122668023346407
0,0,2,0,2,1,1,106,1,1824,3,7,17.80526581,47,10.61481897,0,5,0,7.272398392570047
0,0,0,1,0,0,1,88,2,3102,0,3,12.18869803,19,4.071454253,0,3,5,7.400620577371135
0,0,0,3,1,2,2,193,1,6,3,1,18.74134089,23,19.06003178,2,6,15,6.775366090936392
0,0,1,3,0,2,1,265,2,98,0,7,7.200714994,14,23.64067533,2,9,13,7.587310506022615
1,0,2,0,2,1,1,82,3,723,3,6,17.65717496,43,4.08127305,0,5,2,7.981049759665957
0,0,2,3,3,1,0,54,2,1763,3,4,18.63734297,39,2.206913948,2,8,6,7.053585727193677
1,1,1,1,1,2,1,119,0,79,2,7,20.5673244,25,14.07840951,2,8,8,7.718240951959316
0,0,2,1,3,0,0,88,1,8769,0,2,13.94668092,29,22.23783252,0,15,2,8.133293861222633
2,1,1,2,3,1,2,156,1,1979,2,1,18.80870994,36,15.80001117,1,8,14,7.298445101508147
0,1,1,3,0,2,1,228,0,48,1,2,18.8534627,31,4.3069896,0,6,2,7.8252452914317745
3,1,3,0,3,0,0,266,2,8909,0,4,19.54343171,1,16.30822285,2,11,7,8.093156697722637
1,0,0,3,2,1,1,101,1,1657,2,5,0.190688446,23,19.73224948,0,15,11,7.490529402060711
3,1,3,3,2,2,0,128,2,54,0,3,21.98900837,50,20.50796987,2,3,0,7.467942332285852
1,0,1,2,2,2,2,296,1,45,0,5,12.89217221,13,16.45219274,2,12,2,7.4489161025442
2,0,1,3,0,1,2,108,0,1016,2,4,11.80330828,0,15.01027667,0,13,5,7.5822291942764615
1,1,3,1,3,0,2,294,3,1999,0,3,11.34725567,44,11.22402543,1,5,4,8.464003362902119
2,0,2,3,1,1,0,68,2,712,2,6,5.271173148,43,4.705195351,0,0,8,7.187657164114956
0,0,1,2,3,1,2,126,1,1779,0,3,16.37124689,7,16.29028388,1,0,15,6.825460036255307
0,1,1,2,1,0,1,65,1,3215,3,6,23.00068057,7,18.12222878,1,13,3,7.400009517162692
0,1,1,0,1,1,0,118,1,1624,0,3,18.99536736,35,16.1883139,0,14,6,7.29505641646263
2,1,1,3,3,1,1,110,3,553,1,4,8.452489453,21,7.308727039,0,11,14,8.008698182988528
1,0,0,3,0,2,2,203,3,93,2,6,21.84157239,48,5.408832238,2,8,1,8.160518247477505
1,0,2,0,0,2,0,185,0,66,2,1,23.67437145,41,7.368690171,2,14,9,7.822444729489319
3,1,0,1,3,1,0,67,2,1582,3,7,6.929303973,26,19.77937897,0,2,6,7.20934025660291
3,0,1,2,2,0,1,149,2,7233,2,6,15.64848584,40,1.838321085,2,8,3,8.23323750070527
0,0,2,1,1,0,0,183,2,1188,2,5,16.55064059,17,15.82840009,0,5,14,7.004881989712859
2,0,0,0,1,1,0,298,0,1544,1,6,13.65786687,46,2.841671957,0,0,8,7.756623334538858
0,0,0,3,2,1,1,274,2,1045,1,2,5.784253059,20,21.54066717,2,9,8,7.201170883281678
2,0,0,1,3,0,1,119,0,9368,2,4,19.61091091,34,14.7622789,2,11,9,8.445911989411274
2,0,2,1,3,2,1,104,2,95,0,4,4.176107387,7,7.3185162,1,10,9,7.22402480828583
2,1,1,1,2,1,0,92,2,1105,1,2,7.009979749,4,15.90116686,0,4,3,6.97914527506881
3,0,2,1,2,2,2,134,0,89,0,6,7.805281057,37,3.204923517,0,5,15,7.624130585661289
2,1,2,1,3,0,2,144,0,7827,1,2,0.266809455,23,0.795283679,0,11,5,8.196987927258897
1,1,0,1,2,2,2,291,2,23,2,5,7.497969299,40,14.58136573,1,6,2,7.765569081097317
1,1,1,1,2,0,0,159,3,1300,0,5,0.095678336,2,8.859350957,2,12,2,8.138272638530186
3,0,0,1,3,1,0,110,1,810,0,3,21.08271818,22,20.3325931,2,1,15,6.7464121285733745
0,0,0,1,2,2,1,130,0,25,2,3,15.7113052,20,12.19520973,0,8,1,7.395107546562485
3,1,2,1,2,2,0,56,0,62,1,5,5.21105939,2,14.77877381,2,3,8,7.403061091090091
0,0,1,0,0,1,1,133,2,1634,1,4,23.65900127,36,2.586496793,0,11,7,7.616775808698373
0,1,3,0,2,0,2,261,0,8366,2,6,20.65133451,18,3.241239786,2,5,15,8.097730573664219
1,1,0,0,0,0,2,149,2,9901,0,1,2.109249257,25,9.859589952,1,4,0,8.469052816088302
2,1,0,3,3,1,0,285,2,57,1,6,13.44454403,11,14.76935105,0,14,7,7.711101251840158
3,0,0,1,2,0,1,50,1,9662,1,2,1.799542044,43,1.965901171,0,13,2,8.105911197986508
2,0,1,0,1,0,2,116,0,4009,2,7,16.78452562,29,23.51441677,1,12,9,7.5688956634069955
0,1,3,0,1,1,2,178,1,1877,0,6,7.580194683,4,12.62995703,0,12,2,7.304515946460155
0,1,1,2,1,2,0,88,0,20,3,6,15.97095225,3,1.451750835,0,14,9,7.284820912568604
0,0,2,2,2,0,0,117,0,3438,2,6,16.15581309,11,23.5991185,1,10,4,7.419979923661835
3,0,2,0,0,2,0,195,1,95,3,2,16.65696817,9,0.558054681,0,13,10,6.70808408385307
3,0,1,1,1,2,2,73,0,68,2,6,14.28127408,4,9.891324751,2,4,9,7.051855622955894
0,0,1,2,0,1,0,187,1,801,2,3,21.46069643,3,3.990834161,2,10,11,6.848005274576363
3,0,3,1,2,2,0,241,1,61,2,3,18.27154284,20,23.10087521,1,1,5,6.565264970035361
3,1,2,2,0,0,0,280,0,343,1,1,15.28095782,36,13.34376578,0,6,2,7.696212639346407
3,0,3,1,1,2,1,182,0,64,1,7,8.788519841,44,3.666638428,0,15,0,7.698936199813447
3,1,2,0,0,1,0,112,0,1656,0,6,2.709626455,11,14.29998896,1,7,8,7.822845290279774
0,1,1,1,2,2,0,299,3,92,0,1,7.156329876,21,17.49194523,0,10,2,7.77779262633883
1,0,3,1,3,1,0,67,1,1062,3,2,20.94253153,2,16.87008817,0,4,14,6.282266746896006
0,1,3,2,0,1,0,70,2,1292,3,6,22.51408539,41,18.78655814,0,11,10,7.561121589530238
3,1,3,3,3,2,2,58,0,10,3,4,12.19203659,47,16.93807592,2,0,1,7.48324441607385
2,1,0,2,0,2,0,51,2,78,3,4,11.14685601,25,1.209689681,0,7,2,7.5251007461258
3,1,3,3,0,2,0,175,0,74,0,2,15.68751012,37,17.77535513,1,12,10,7.681560362559537
0,0,1,3,1,1,1,164,3,1342,2,6,20.77618518,11,7.022637268,1,15,12,7.742402021815782
1,1,3,3,1,2,1,117,1,19,3,7,15.28560896,47,15.88252744,1,6,6,7.4127640174265625
3,0,2,0,3,2,0,159,2,66,0,1,4.563332044,27,4.928764404,1,7,13,7.025538314638521
1,0,0,3,1,0,0,67,1,7585,2,5,17.2196095,26,20.03216991,0,9,11,7.794823152179389
2,1,3,2,0,0,0,234,1,1762,2,7,11.04531756,29,1.416078582,1,8,6,7.429520842786462
0,1,1,3,1,2,2,97,0,53,3,6,16.48273538,35,10.88657159,0,12,4,7.5126175446745105
1,1,0,1,0,2,0,172,3,14,1,1,14.09725201,20,14.39756089,2,12,10,8.023552392404348
1,0,3,0,2,1,1,94,0,931,3,7,18.33078855,10,17.72869209,2,5,13,7.45298232946546
2,1,2,3,3,1,1,228,3,149,3,4,13.63311097,41,22.76556265,1,6,2,8.05579245097777
0,1,1,0,3,2,0,60,2,25,3,3,1.373692399,3,0.82596134,2,14,3,6.9726062513017535
0,1,3,0,2,0,1,143,2,1952,1,2,18.77529279,15,23.02942742,1,4,14,7.311218384419629
1,1,1,1,1,0,0,134,3,932,3,6,22.56184282,1,19.57683406,1,7,6,7.889459149404524
2,0,3,2,3,0,0,97,3,2924,2,2,20.34969439,11,2.848525797,2,4,10,7.792761720816526
3,0,1,3,1,2,0,160,2,29,3,1,19.12939732,9,2.164995435,1,12,5,6.473890696352274
1,0,0,0,0,1,2,162,2,1574,1,6,9.904195069,36,0.557260079,0,10,7,7.755767170102998
3,0,2,2,2,2,2,176,3,77,3,6,4.628069845,19,20.47058201,1,2,9,7.488293515159428
2,1,0,2,2,2,1,281,0,62,3,6,0.707544394,14,0.663166745,1,15,3,7.818027938530729
0,1,2,3,3,0,2,275,1,1884,1,4,8.967302673,27,1.442313038,1,13,7,7.542213463193403
0,0,0,2,0,1,2,109,2,452,2,7,19.5507994,27,1.643294671,2,11,11,7.418180822726788
3,0,0,0,0,1,2,267,1,1584,0,1,9.265836149,14,11.88407444,0,14,0,7.271703706887368
2,1,1,2,1,1,0,72,1,1887,2,3,19.55105634,15,21.79044413,2,11,3,6.810142450115136
0,1,2,3,1,2,0,237,2,30,0,4,8.544396234,7,8.54030448,1,13,6,7.133295954896068
1,1,1,2,3,0,0,164,0,7506,0,5,13.04811576,36,1.890713499,1,9,11,8.618485442898109
3,0,0,1,3,1,2,180,3,719,3,3,21.83809959,0,15.57177157,0,11,11,7.5678626054638825
1,1,3,0,2,0,0,65,2,2671,0,2,12.15371376,37,21.45407637,1,1,6,7.304515946460155
1,1,2,1,1,2,2,104,2,89,3,3,22.29122487,35,16.86461685,1,15,3,7.340186835320115
1,0,2,2,0,1,2,86,2,401,1,6,23.82548189,19,2.658643663,2,15,7,7.645875825184813
0,1,3,2,3,2,1,284,3,58,3,4,11.52792257,28,14.95686948,0,3,15,7.87777633327726
0,0,0,3,0,2,1,207,3,56,3,4,3.892095796,26,16.79947317,0,8,13,7.825644732219989
0,0,1,0,3,2,1,92,1,7,3,4,21.76096652,34,13.84116615,0,2,5,7.016609683894219
3,0,3,3,1,0,2,112,2,2570,3,4,7.879262622,22,7.201918318,0,8,1,7.1569563646156364
3,1,2,0,2,1,2,152,3,900,0,3,19.32893319,21,11.29076336,0,15,15,7.859413154693583
3,1,0,1,0,0,1,298,2,3439,3,1,11.10590165,45,11.48118664,0,1,11,7.80954132465341
1,0,1,3,2,2,2,189,3,2,1,2,21.94849347,50,23.54880467,0,5,8,8.011355109161286
0,1,0,0,1,1,2,270,1,1492,2,6,23.85438609,11,20.47226951,2,1,2,7.042286171939743
0,0,3,3,2,1,1,139,3,39,2,3,16.56336394,45,18.74252571,0,0,7,7.762596048540069
3,0,0,1,2,2,1,186,2,30,1,7,17.08618342,41,22.35850095,1,8,13,7.4318919168078
3,1,1,0,3,0,0,74,0,4799,0,1,14.00704024,0,10.56116034,2,0,15,7.4570320891223805
2,1,0,1,1,2,2,205,2,51,2,3,6.049755264,47,20.6299136,1,10,6,7.457609289715606
2,1,1,0,1,2,0,246,2,38,2,7,15.28200283,8,12.11790567,0,3,10,7.173958319756794
